;N;S;NC;ND;NH;NS;NNT;SC;SD;SH;SS;SNT
28861;J98532.94.Q7.543;AK7.KT832.AJ.AQJ;6.9;5.3;8.2;10.4;8.4;6.9;5.4;8.2;10.4;8.7
28862;Q72.AQJT73.A42.9;3.962.KJ976.AQJ2;7.3;11.5;11.7;6.6;9.8;7.1;11.6;11.8;6.2;8.2
28863;873.K9.KT765.AQJ;A64.T8742.A9.632;6.3;7.2;7.6;6.2;6.6;6.0;7.2;7.6;5.9;6.5
28864;4.AKJ763.97542.8;Q865.954.J3.KJ63;2.4;5.0;7.6;2.4;4.9;2.5;5.3;7.6;2.4;4.9
28865;A983.J86.KJ5.JT6;KT62.K732.764.K5;4.1;5.0;5.7;6.7;5.4;3.9;5.0;5.9;6.7;5.4
28866;743.QJ932.AQ4.74;A92.AK7.952.QJT2;6.4;5.8;8.5;5.6;7.8;6.4;5.8;8.5;5.6;7.8
28867;753.T42.QJ.JT432;AKQ84.A9.K874.A9;8.0;7.5;6.1;9.2;7.8;8.0;7.6;6.1;9.2;7.8
28868;9.7543.872.KJ963;JT43.A9.J654.Q72;5.0;2.5;1.5;1.8;1.5;5.0;2.5;1.5;1.8;1.5
28869;7543.A3.K74.AKT3;QT.QT42.Q9.QJ642;9.0;4.2;5.7;5.3;6.8;9.0;4.2;6.0;5.4;6.8
28870;985.JT42.KT7.T72;KQ2.AQ76.A9.AK94;8.9;6.8;9.7;7.3;8.5;9.0;7.0;9.8;7.5;9.0
28871;J874.KJ32.653.A3;AT65.A.KJT98.987;5.5;8.7;6.0;9.0;6.9;5.5;8.8;6.0;9.0;6.9
28872;Q9764.K.KQ3.K943;AK32.A652.94.QJT;9.9;6.5;6.8;10.7;9.8;9.9;6.5;6.7;10.7;9.3
28873;T984.KJ8.J752.T7;A62.AT76.T4.QJ63;5.2;4.4;6.1;4.9;5.6;5.2;4.4;6.1;4.9;5.6
28874;AT.KJ64.J98.Q975;J7432.7.KQ542.83;4.1;6.9;3.1;6.0;4.8;4.0;6.8;3.1;5.9;4.8
28875;Q43.J8543.T973.8;A962.7.QJ6.AK764;5.2;5.8;4.9;6.1;4.9;5.2;5.8;4.9;6.0;4.7
28876;5.KT.AJ876543.54;87.QJ964.T.AKQJ2;9.0;9.0;9.2;3.5;5.7;8.9;9.0;9.1;3.5;5.7
28877;KJ2.AK42.84.T987;T6.QJT9653.J9.63;1.1;0.8;7.6;1.6;1.6;1.2;0.8;7.6;1.6;1.6
28878;AKT87.75.87.KQT5;Q.AT82.J63.J6432;9.1;4.1;4.7;6.6;5.1;9.1;4.1;4.8;6.6;5.3
28879;AQT52.K9.JT8.T85;K3.AT76.AQ743.AJ;8.7;12.3;9.9;11.7;11.2;9.1;12.3;10.3;11.6;11.9
28880;J985.AJT.K854.74;T.8764.J62.Q9853;4.5;3.5;4.1;2.6;2.7;4.4;3.7;4.1;2.6;2.9
28881;7.J.AQ752.KJT976;KQ32.AQ862.J9.A4;11.1;10.5;9.2;7.6;10.3;11.2;10.5;9.3;7.7;10.7
28882;AJ9873.QT5.95.K7;T.J8643.J82.AJ82;4.8;3.6;7.0;6.3;4.6;4.9;3.6;6.9;6.3;4.5
28883;A93.A975.A5.T872;842.KQ.QJ9.J9643;8.5;5.7;6.3;5.5;6.4;8.5;5.4;6.4;5.3;6.5
28884;KJT974.K85.83.A4;Q32.J76.AQ92.KT6;5.4;7.1;6.5;9.4;8.9;5.4;6.9;6.6;9.4;8.9
28885;3.T842.AJ95.QT54;J975.AKJ7.862.K6;5.9;7.0;8.3;4.7;5.9;5.8;7.0;8.3;4.6;6.3
28886;73.J865.A9.KJ943;KT64.KQT3.KQ84.Q;8.4;7.9;9.5;6.8;8.4;8.5;7.9;9.6;6.8;8.5
28887;AK2.A54.KQJ72.J2;5.JT972.T64.AT73;7.3;9.4;9.1;5.5;8.4;7.3;9.4;9.3;5.5;8.5
28888;JT4.8654.AJ.A852;AK87.KJT2.64.Q93;7.6;4.4;8.2;7.5;6.5;7.7;4.3;8.3;7.7;6.5
28889;Q72.QJ43.Q8.T875;K9.AK82.J7532.42;3.4;5.6;7.0;2.8;5.0;3.5;5.6;7.0;2.8;5.0
28890;JT4.KQJ742.AQ.Q8;AK53.AT95.JT.962;4.3;3.9;9.9;9.1;7.6;4.3;3.9;10.0;8.8;7.6
28891;32.AT765.7532.AQ;AJ65.KJ42.A.T853;7.8;6.5;11.2;8.2;8.7;7.5;6.3;11.1;8.2;8.7
28892;KJ85.KJ8.JT762.9;A43.AT643.Q.J653;6.0;7.6;9.8;8.5;6.5;6.0;7.6;9.8;8.4;6.6
28893;QT8.6.AQ4.AKQJ96;AK9542.KQ54.J6.4;11.9;8.3;8.5;12.0;12.0;12.0;8.2;8.4;12.0;12.0
28894;K986.AJ764.J.864;A4.2.KT96532.AK3;7.2;10.1;7.3;7.6;8.9;7.2;10.1;7.3;7.6;8.9
28895;AKQ65.82.T43.932;JT2.9763.KQ.A874;5.5;4.0;4.1;7.4;5.9;5.5;4.2;4.1;7.4;6.0
28896;KJT9.A5.85.Q7653;63.KJ74.KT76.A42;7.7;6.6;6.5;6.6;7.3;8.1;6.6;6.8;6.8;7.5
28897;Q32.KQ32.T62.KT5;KJ875.A9.K93.A42;7.3;7.6;8.5;9.8;9.1;7.5;7.3;8.4;9.9;9.1
28898;T862.K632.92.JT2;AQJ9.Q74.QJ5.964;2.7;2.1;4.2;5.1;3.4;2.7;2.3;4.2;5.1;3.4
28899;7.AKQ732.J65.953;QT986.J964.Q9.87;1.4;1.8;7.9;3.7;3.7;1.4;1.8;7.9;3.7;3.7
28900;KJ742.J6.A52.AK7;.K43.T843.JT9654;9.0;7.3;4.4;5.1;6.1;8.9;7.2;4.5;5.0;6.1
28901;64.Q8654.KQ96.74;AKQ83.JT.A7.QT98;6.9;7.0;7.7;7.4;8.0;6.9;7.1;7.7;7.4;8.0
28902;J63.954.T94.AJ52;K72.KQ.KQJ5.KT64;8.4;7.6;4.9;5.6;7.4;8.4;7.6;4.9;5.7;7.4
28903;T98764.6.J86.Q84;AKJ5.Q82.K.AKJ96;10.5;2.6;2.3;10.7;4.0;10.4;2.7;2.6;10.7;4.9
28904;863.QJT64.KQ.T85;Q5.75.JT84.AK763;6.4;4.7;5.4;3.3;4.6;6.4;4.7;5.3;3.3;4.6
28905;Q82.KJ73.KQ63.K6;JT963.A654.85.Q7;3.7;5.2;7.7;8.1;5.1;3.7;5.2;7.7;8.0;5.1
28906;AK95.A8.AT874.T3;Q73.KQT7.J6.Q974;8.3;8.8;8.5;9.4;9.4;8.4;8.8;8.5;9.3;9.4
28907;K642.J875.KQ94.8;AT73.A963.2.KT53;5.1;5.5;8.2;8.0;6.2;5.3;5.8;8.4;8.3;6.3
28908;QJ86.KQJ2.6542.T;A9752.943.Q97.J2;1.9;3.5;5.3;7.0;2.3;1.9;3.7;5.3;7.1;2.3
28909;KJ654.JT72..8432;9.K64.AKQJ854.JT;4.3;7.6;5.6;3.4;5.0;4.4;7.6;5.7;3.4;5.0
28910;J84.KQJ5.842.764;K73.A743.J753.J2;1.6;2.9;5.4;2.4;3.2;1.6;2.9;5.4;2.4;3.2
28911;AQJ6.J743.QT.K84;K3.AT96.5432.765;4.0;3.9;7.0;5.2;4.8;3.7;3.9;6.9;5.2;4.7
28912;AJ54.K.A863.AQ53;T83.AQT43.J4.KJ9;10.8;8.9;10.9;10.4;10.5;10.7;9.0;10.7;10.4;10.4
28913;KQT98.A652.Q6.97;J76.J9.AKJT7.AQ6;5.9;10.3;7.6;10.7;9.5;6.0;10.4;7.8;10.7;9.8
28914;AK52.AK8543.83.7;T.JT92.KQJ2.T862;5.7;6.7;11.0;5.5;7.4;5.7;6.7;11.0;5.5;7.4
28915;A42.983.AQ4.QJ62;QJT.AKT62.KJT7.3;7.5;10.2;10.6;8.3;9.9;7.5;10.1;10.5;8.2;9.7
28916;KJ653.65.976.K75;QT972.AQ9.AJ5.82;3.5;4.5;3.1;8.1;5.8;3.2;4.6;3.1;8.2;5.7
28917;A5.964.KT.KJ8762;JT97.K7.842.Q953;7.8;1.8;2.0;3.3;3.1;7.8;1.8;2.0;3.3;3.1
28918;AKJT42.QJ84.A.87;Q9873.65.QT732.K;1.7;5.1;4.5;10.0;5.0;1.7;5.1;4.5;10.0;5.0
28919;KQ984.KT52.KQ.A4;J762.84.962.T875;3.8;2.4;3.8;7.4;4.9;3.6;2.4;3.9;7.4;4.9
28920;K9843.AK5.K54.AK;JT6.743.JT2.7654;5.4;5.9;5.2;8.1;7.3;5.6;5.9;5.3;8.1;7.3
28921;3.A875.QT.T86543;J6.KQT.KJ9732.K9;7.6;8.2;6.7;2.1;3.9;7.6;8.2;6.8;2.2;3.9
28922;865.JT9.AT98.AJT;AT72.Q8532.J7.62;4.2;5.2;7.0;5.3;6.1;4.1;5.2;7.0;5.4;5.9
28923;A32.QJ853.K75.K2;T96.T.AJT6.AJT64;9.3;9.3;8.5;7.7;8.9;9.3;9.3;8.5;7.7;8.9
28924;8753.QJ4.T6.KT86;AKQ962.2.974.732;4.3;1.2;1.3;7.1;3.0;4.1;1.2;1.3;7.1;3.0
28925;532.QT9.87532.K2;J.KJ8432.A.QJ643;7.2;2.8;9.9;1.8;2.1;7.2;2.8;9.9;1.8;2.1
28926;QT932.J82.Q742.T;875.63.A863.Q987;2.3;4.4;1.4;4.5;2.1;2.3;4.2;1.4;4.4;2.1
28927;Q82.QJ4.43.Q9763;AJ74.53.Q975.AJ2;7.3;4.6;4.0;6.0;5.1;7.2;4.6;4.0;6.0;5.2
28928;A32.J6.Q92.AKQ86;K94.753.KT4.JT52;9.0;6.0;4.9;5.8;6.8;9.0;6.0;4.9;5.8;6.8
28929;T42.K65.K965.T75;KJ.AT93.QT4.K843;6.3;7.0;6.7;4.8;6.4;6.3;7.0;6.7;4.8;6.4
28930;KT84.K7.J832.KQT;AJ76.J93.T64.AJ7;6.5;7.5;4.7;8.3;8.0;6.5;7.5;4.7;8.3;8.0
28931;86.JT97.Q9.QT954;K7.K85.A7532.AK7;8.8;7.5;7.6;4.0;6.9;8.8;7.6;7.7;4.0;7.1
28932;543.73.T972.AT72;9.AKQJ854.54.KQ8;6.9;3.0;9.9;2.2;3.0;6.9;3.0;9.9;2.2;3.0
28933;3.975.Q9764.A954;AQ8.432.AK3.QT72;8.9;8.9;5.6;4.3;7.3;8.9;8.9;5.6;4.4;7.3
28934;9876.AK8.J73.763;32.95.KT9542.J92;2.1;6.6;2.0;2.2;2.8;2.2;6.6;2.0;2.2;2.8
28935;9864.J3.A75.KJ97;AQT.KQ8.Q432.A32;8.6;8.7;7.1;8.8;9.2;8.8;8.9;7.5;9.0;9.3
28936;KT832.QJ653.T2.9;J.AK972.K954.AKQ;5.7;7.5;10.6;7.8;9.4;5.5;7.6;10.6;7.7;9.5
28937;Q32.AJ5.AK93.K84;.K84.QJT852.9753;7.9;10.4;6.4;3.8;7.8;8.0;10.2;6.3;3.7;7.0
28938;J62.AT4.9742.A32;A87.KJ762.A6.T95;5.9;5.5;8.2;6.2;8.1;5.9;5.6;8.1;6.2;8.0
28939;KQ87.KT2.AT6.972;652.Q76.983.KQ65;5.3;4.3;4.6;5.2;5.5;5.3;4.5;4.6;5.3;5.5
28940;J43.A963.K964.AT;T8752.75.Q3.K943;5.3;4.9;4.6;6.9;4.7;5.3;4.9;4.6;6.9;4.5
28941;QJ942.T762.76.63;AK.84.T842.AQJ85;5.9;3.3;3.3;6.5;3.3;5.8;3.3;3.3;6.5;3.3
28942;Q765.A76.A752.T6;J.QJT92.QT.K9873;7.3;5.1;8.3;4.5;5.6;7.4;5.0;8.4;4.7;5.6
28943;962.97.52.A97532;K5.AQ2.KQJ94.KQ4;9.6;8.6;5.0;4.6;7.6;9.9;9.4;5.2;4.8;8.2
28944;AT54.AJT97.J.K43;8.Q65.9864.AJ765;9.9;4.9;10.2;5.0;7.2;10.0;4.9;10.1;4.9;7.2
28945;J843.Q84.KQ2.J62;T97.52.A987.AT85;5.6;5.7;3.2;4.7;4.9;5.6;5.7;3.2;4.8;4.9
28946;A4.KJT76.764.T65;JT753.94.AQ3.J82;3.4;3.3;5.5;4.8;4.2;3.5;3.3;5.5;4.8;4.1
28947;A9542.Q98.9.A873;K.A654.AJ8763.J2;7.3;8.3;8.5;7.2;6.5;7.2;8.2;8.6;7.1;6.5
28948;AJ8.A52.K4.KQ963;KQ532.843.T32.AJ;10.8;5.9;6.5;11.2;10.9;10.7;5.8;6.5;11.1;10.2
28949;743.K9.J962.8542;KT.Q8753.Q85.QJT;3.2;4.0;3.9;2.0;2.6;3.2;4.0;3.9;2.0;2.6
28950;J7.965.AKJ873.85;9865.KT4.6542.Q2;0.6;6.5;2.1;1.6;1.7;0.6;6.6;2.1;1.5;1.8
28951;J7.T9.KJ65.KQT87;AKT632.Q42.32.42;6.5;4.8;3.8;7.3;4.7;6.4;4.7;3.7;7.4;4.7
28952;82.AQ965.JT4.A43;6.KJ7.AKQ86.KJ95;11.1;12.0;12.0;5.8;7.0;11.1;12.0;12.0;5.8;7.0
28953;Q963.974.6.AQ852;T75.KT6.AJ7.9764;7.0;2.9;4.3;5.3;5.0;7.0;2.9;4.3;5.3;5.0
28954;9.KJT5.KT854.A86;J83.A8.Q63.KQ752;10.1;10.1;7.7;5.2;6.6;10.1;10.1;7.7;5.2;6.6
28955;Q732.Q96.T4.K876;AT9.7.AQJ73.QT54;8.5;7.9;4.3;7.3;6.1;8.5;8.0;4.4;7.2;6.1
28956;AT2.T532.J6542.J;J97.Q6.AQ87.AT32;4.3;8.8;5.3;5.5;6.2;4.2;8.5;5.3;5.2;6.1
28957;9.QJ96.A963.J762;KQ632.A3.J8742.3;4.5;9.3;5.3;6.0;5.2;4.3;9.3;5.0;6.1;4.9
28958;K82.Q986.AJ5.K85;T65.KJT2.KT72.T7;4.1;6.5;8.0;4.3;5.7;3.9;6.2;7.8;4.4;5.5
28959;KJ2.Q3.K8654.832;T87.965.932.AJ76;3.4;4.4;1.8;2.6;2.5;3.3;4.4;1.8;2.7;2.5
28960;KJ7.KT72.J743.T6;QT3.A65.QT5.AQ87;6.9;8.1;7.7;7.3;7.8;6.9;8.0;7.5;7.2;7.9
28961;AT86.964.AK94.Q6;53.T753.J8765.J7;1.5;6.4;4.0;2.8;3.3;1.5;6.4;4.0;2.8;3.3
28962;K9542.T7.K8.Q952;JT.AJ6.976532.J3;4.6;5.5;2.8;5.4;3.8;4.6;5.5;3.0;5.4;3.9
28963;KT76.KJ53.J2.863;A983..AKQT98.T74;6.2;9.4;4.8;9.4;7.0;6.3;9.4;4.7;9.4;6.6
28964;J973.K43.T84.KT9;Q652.A985.2.8762;4.4;2.0;4.2;5.8;3.0;4.3;2.0;4.1;5.7;3.0
28965;K84.4.KJT65.AKJ4;96.KQ852.84.T765;7.8;7.1;5.8;4.4;5.8;7.9;7.0;5.6;4.1;5.7
28966;Q8.J54.J97.AT642;AT53.K872.532.95;4.3;2.9;4.3;3.5;3.6;4.3;2.9;4.3;3.5;3.6
28967;J.T8532.A7.KQJ52;K765.AK974..9743;10.3;2.8;10.5;4.3;5.7;10.4;2.8;10.5;4.4;5.7
28968;5.Q75.AKT6.AKQ98;KT3.T6.Q8543.732;9.5;9.9;3.5;3.2;6.1;9.4;9.9;3.4;3.3;5.5
28969;AKQ62.T7.J4.AT75;975.Q5.A97.Q9863;8.9;3.6;3.2;8.2;6.4;8.9;3.7;3.2;8.1;6.4
28970;K94.74.AKQ3.QT93;A87652.92.T862.2;5.1;9.2;4.2;9.5;5.2;5.0;9.2;4.2;9.5;5.2
28971;53.K84.T987.A965;QJ7.732.AJ653.73;2.8;6.1;2.7;3.0;3.6;2.8;6.0;2.7;3.0;3.6
28972;A3.KQ953.AQ64.73;J7642.A642.J8.95;3.9;5.8;9.3;7.5;7.1;3.9;5.7;9.3;7.5;7.1
28973;63.KQ84.K98.KJ52;7.J9765.A764.Q63;7.3;6.9;8.4;3.6;5.0;7.4;6.9;8.5;3.6;5.0
28974;QJ8.AK82.AKT7.J9;AK96.T96.8643.T2;6.3;9.5;9.1;9.4;7.5;6.3;9.5;9.1;9.4;7.5
28975;92.Q5.Q953.JT982;JT87.6.K42.AKQ54;7.8;5.6;1.0;2.5;3.0;7.8;5.6;1.0;2.5;3.0
28976;K763.AT87.KJ95.K;84.KJ.A83.A97643;10.1;10.3;9.5;8.7;9.8;9.7;10.1;9.3;8.6;9.7
28977;K8.AK43.9763.Q52;JT5..KT842.KJ873;7.9;8.1;3.7;4.0;5.9;7.6;7.7;3.7;4.0;5.8
28978;J964.9.AT64.AQ42;AT85.T.32.KJ8653;10.0;4.3;2.8;9.1;6.2;10.0;4.1;2.8;9.0;6.2
28979;AQ42.J32.K42.K97;J98763.85.86.J86;2.2;1.3;1.2;6.9;2.1;2.4;1.3;1.2;6.8;2.2
28980;A942.K432.2.QT83;T8.AQT.A75.AJ764;12.3;5.7;10.2;8.4;10.1;12.3;5.7;10.1;8.4;10.1
28981;73.J52.AJ8652.J7;AT9864.QT8.94.A3;3.1;7.4;4.2;6.9;4.4;3.1;7.4;4.2;6.9;4.4
28982;K95.62.AK32.AQ82;QJ74.T8.Q5.JT543;9.7;7.2;5.1;8.6;6.2;9.7;7.2;5.1;8.6;6.2
28983;AT4.J86.KT643.J5;KQ5.T932.85.T963;4.0;4.9;4.5;4.0;3.9;4.0;4.9;4.5;3.9;3.9
28984;KJ4.J83.AT84.KQ3;Q86.AT9762.3.975;5.8;4.6;8.9;5.9;6.5;5.7;4.6;8.9;5.9;6.5
28985;JT742.753.K73.32;A86.Q92.AJT962.Q;1.6;7.6;2.5;7.0;3.1;1.5;7.7;2.7;7.0;2.9
28986;63.J9.Q642.AKQ94;QJT5.K75.K.JT762;8.6;3.7;3.7;4.9;6.3;8.7;3.7;3.7;5.0;6.3
28987;4.KQ9832.K93.KQ7;T7.AJ7.AQJ872.A4;6.5;11.9;11.7;5.5;6.9;6.5;11.8;11.8;5.5;6.9
28988;QJ2.J942.A742.K3;A763.A73.J9.AJT4;7.9;7.5;8.7;8.7;8.1;7.9;7.5;8.5;8.7;8.0
28989;K862.Q95.Q85.Q75;AJ.J6.AJ3.K98432;9.1;6.5;5.8;6.8;8.0;8.9;6.5;5.9;6.8;8.0
28990;75.2.A9532.AKQ95;Q9.AT653.T874.J6;8.9;9.4;6.1;4.1;6.9;8.9;9.4;6.1;4.1;6.9
28991;AQ5.QJ87.T843.Q7;K864.AT62.7.K952;6.7;5.2;9.4;8.3;6.2;6.7;5.2;9.5;8.3;6.2
28992;JT6.J9.T8432.AT3;Q8732.T84.A9.K52;3.5;4.8;3.0;6.1;3.8;3.7;4.8;3.0;6.1;3.8
28993;T7.872.QJT743.QJ;K953.AQ93.8.AK86;7.6;8.7;8.5;7.6;7.6;7.5;9.1;8.7;7.6;7.6
28994;AJ83.954.KQJ64.4;KQT9.AJ8.A5.KQJ9;8.6;10.3;9.0;11.5;10.6;9.1;10.6;9.1;11.6;10.9
28995;9.KT98.KJ87.8762;K642.QJ54.T963.4;1.6;6.3;6.2;1.7;2.3;1.6;6.2;6.2;1.7;2.3
28996;KQ72.765.J7.A762;84.T83.KT94.T543;4.8;3.7;2.8;3.2;3.1;4.8;3.7;2.8;3.2;3.1
28997;AJ92.K832.T972.5;KT843.A6.3.KT873;7.4;4.5;5.5;10.8;6.5;7.4;4.5;5.5;10.8;6.5
28998;KJ3.73.KQ74.T732;AT75.J54.J9.KJ85;8.2;6.3;5.1;7.4;5.8;8.1;6.3;5.1;7.3;5.8
28999;QJ6.J876.6532.J2;K7543.T94.K4.984;0.6;0.7;1.7;4.2;0.7;0.6;0.7;1.7;4.2;0.7
29000;QT876.K6.K.AKJ97;94.QJ753.865.Q83;7.9;2.5;5.6;6.5;4.2;8.0;2.6;5.7;6.5;4.2
29001;AT87.QJ85.3.Q632;653.T7642.72.J97;2.9;0.9;5.3;2.1;1.2;2.9;0.9;5.3;2.1;1.2
29002;J73.963.J943.A76;Q862.AT75.K5.J84;3.3;3.8;4.5;4.6;3.9;3.5;3.8;4.5;4.6;3.9
29003;85.AT84.J987.K42;KQ4.QJ6.Q4.QJT63;7.8;5.7;6.5;4.4;6.8;7.7;5.7;6.5;4.3;6.8
29004;A43.2.952.Q86542;T85.QT8763.T743.;2.4;1.6;3.7;2.1;1.1;2.4;1.6;3.7;2.1;1.1
29005;985.72.J743.Q972;.QJT65.A85.AJT63;8.6;5.5;5.3;2.2;3.2;8.6;5.4;5.3;2.2;3.2
29006;653.J6542.865.Q7;JT84.T9.T2.K9852;3.1;0.5;2.1;1.5;0.8;3.0;0.5;2.1;1.5;0.8
29007;97.J6.K432.AQT76;KT542.AT943.J7.2;5.8;5.4;7.4;7.3;5.3;5.7;5.4;7.3;7.1;5.2
29008;Q743.KJ.AJ2.AKQ2;AT85.Q865.973.54;8.2;7.9;8.4;9.7;9.3;8.2;8.0;8.3;9.7;9.3
29009;KJ76.KJ3.AT.J854;A8.A765.J863.Q63;9.1;8.2;8.8;8.1;8.7;8.9;7.9;8.6;7.9;8.3
29010;J86.K87.AKJ6.A63;953.AQ32.T987.87;4.7;8.7;7.9;5.7;7.5;4.7;8.7;7.9;5.7;7.5
29011;T842.A3.KQ964.J5;AKQ93.98754.87.9;2.6;7.5;7.0;9.6;5.7;2.6;7.4;7.0;9.6;5.7
29012;J4.K984.Q53.9432;KT52.JT63.A964.K;2.6;5.1;6.5;4.0;3.7;2.6;5.1;6.4;4.1;3.8
29013;AK6.T2.Q65.AQJ96;4.KQJ983.82.K543;9.8;5.0;9.6;4.4;7.6;9.8;4.9;9.6;4.4;7.3
29014;AJ653.K3.J6.J653;K98.J8742.A542.T;3.8;4.2;6.0;7.5;5.3;3.8;4.2;6.1;7.4;5.3
29015;J983.AKJ7.K7.T42;K75.43.832.KQ976;8.0;4.9;5.6;7.1;5.9;8.1;4.8;5.5;7.1;5.7
29016;QJT74.A3.K32.864;953.T98.T.AKJT95;8.3;3.1;3.6;8.0;6.6;8.3;3.1;3.6;8.0;6.6
29017;K984.94.J652.KJT;AQ.AQJ73.KQ.A872;11.0;10.4;10.8;10.1;11.6;11.1;10.4;10.8;10.2;11.7
29018;Q532.KQ74.KJ7.62;AJ76.AJ2.A432.A3;6.3;10.0;10.1;10.7;9.3;6.3;10.0;10.1;10.7;9.3
29019;T42.AKQ8.AJT.T93;76.JT95.K9753.Q8;2.7;8.8;8.7;3.0;3.3;2.7;8.8;8.7;3.0;3.3
29020;KT5.AK63.K76.J64;A92.T8.AT983.T73;6.6;8.5;6.6;7.0;7.7;6.6;8.4;6.5;7.0;7.7
29021;72.KQ.A95.AJ8542;T943.AJ72.763.93;8.0;5.1;5.9;5.0;5.2;8.0;5.1;5.9;5.0;5.2
29022;AQT9.JT84.A542.5;42.63.KJT97.AKT7;6.6;10.3;7.7;7.6;9.1;6.7;10.3;7.5;7.6;9.0
29023;T7.J643.K5.T9765;8.AT9.QJT7.AQJ83;8.7;4.9;6.3;2.5;4.9;8.8;5.0;6.5;2.5;4.9
29024;762.7642.T7642.9;KQ5.QJ8.Q9.T7543;1.6;3.1;2.1;1.4;1.3;1.7;3.1;2.1;1.4;1.4
29025;Q63.Q7.QJT9872.Q;AKJ42.AJT42.4.T3;3.1;9.5;8.5;9.4;4.7;3.0;9.4;8.5;9.5;4.7
29026;KJ.J765.KJ98.982;T87542.Q.AQ5.KQ6;5.6;7.9;5.1;8.4;6.1;5.8;7.9;5.2;8.5;6.2
29027;J643.9.QJ96.AK62;Q2.AQ87.T8.T9753;8.0;5.9;5.0;5.9;6.5;8.0;6.1;5.1;6.0;6.7
29028;JT8.AT7.542.AQ86;K72.9432.Q97.743;4.2;3.5;4.5;4.0;4.4;4.2;3.5;4.5;3.9;4.4
29029;KJ732.7.974.9863;AT8.T986.JT32.J4;0.7;2.5;0.4;5.1;0.6;1.1;2.5;0.4;5.2;0.8
29030;765.J95.94.A8753;AQ.AQT.AJ765.962;8.7;7.7;7.1;5.7;6.9;9.0;7.7;7.5;5.7;7.5
29031;T9632.KQ75.6.KT9;A85.AJ964.Q.AQ42;9.5;4.1;10.4;9.6;6.6;9.6;4.1;10.4;9.7;6.6
29032;KT6.QT942.T9653.;A98542..KQ2.J984;3.3;9.0;4.7;9.5;4.4;3.5;8.9;4.7;9.4;4.4
29033;QJ632.Q93.4.Q532;4.AJ62.QT32.KJT4;7.7;4.4;6.7;5.9;5.7;7.8;4.6;6.7;5.9;5.9
29034;AT3.AKT83.74.J95;KJ876.J4.A953.62;5.0;6.5;8.9;9.5;7.4;5.0;6.5;8.9;9.5;7.4
29035;T643.AJ82.A8.962;AJ9.64.QT952.854;3.6;5.8;3.9;5.1;4.5;3.5;5.8;4.0;5.2;4.6
29036;K.KJT765.AT4.A74;97532.Q3.752.KQ9;5.8;4.6;8.9;5.3;5.1;5.8;4.6;8.9;5.3;5.1
29037;K964.953.KT4.J53;Q85.Q76.65.98742;3.4;0.7;1.0;3.1;1.0;3.4;0.7;1.0;3.2;1.0
29038;AJ87.853.K84.QJ8;Q94.J62.AQ9763.6;3.7;8.5;4.4;7.2;6.4;3.5;8.5;4.4;7.2;6.4
29039;A2.AK643.J53.KJ4;K6.J.AKT762.QT86;11.6;11.7;9.7;7.5;11.3;11.5;11.7;9.7;7.5;11.3
29040;KQT4.98.62.JT743;J.JT7532.AK5.Q96;7.8;3.6;5.4;4.9;4.7;7.8;3.6;5.4;4.9;4.7
29041;AJ9.6.AT64.AJ953;Q872.J73.982.Q62;8.0;6.2;3.6;6.6;5.4;7.9;6.2;3.6;6.6;5.4
29042;Q9765.J75.QJ5.93;4.KQT94.KT98.QJ2;3.2;6.0;7.4;4.1;4.5;3.3;6.0;7.4;4.1;4.4
29043;J7.T76.9842.A842;KT954.A2.KQJ.T53;5.1;5.8;3.5;6.3;4.5;5.2;5.7;3.4;6.3;4.5
29044;A5.T.K942.QJT973;QJ86.AQ7.Q653.65;8.5;8.1;4.0;6.0;5.9;8.4;8.2;4.1;5.9;6.1
29045;K7.KJ9.KJ96.AT73;J94.T8.T3.QJ8654;8.8;5.7;4.4;4.4;6.7;8.6;5.6;4.3;4.3;6.5
29046;AK8.AT83.AJT95.A;7643.K6.8.Q75432;9.5;9.1;8.6;9.7;8.5;9.5;8.8;8.6;9.7;8.4
29047;AQJ42.KQ83.KT3.K;K963.A42.J94.AQ8;8.6;10.1;11.5;12.0;11.9;8.6;10.1;11.3;11.8;11.8
29048;85.J943.T98.A753;K763.K76.AJ.QT62;6.9;3.6;5.9;4.2;4.6;7.0;3.7;5.9;4.3;4.8
29049;865.T9832.J2.654;Q73.J74.Q76.QJ72;1.6;1.1;2.6;0.5;0.7;1.6;1.1;2.6;0.5;0.7
29050;Q6432..953.QT543;J7.76.KQ62.AKJ87;9.1;6.3;1.3;5.8;3.6;9.3;6.3;1.3;5.9;3.6
29051;42.J64.J74.KQ752;KJ7.Q52.AK865.A3;7.9;8.5;6.4;5.8;7.6;8.0;8.6;6.5;5.9;8.2
29052;.AQ72.82.AT76542;AK73.JT98.AK.K83;12.6;7.3;12.4;7.5;12.5;12.4;7.3;12.4;7.5;12.5
29053;K2.KT83.953.AK96;J975.J9642.6.J75;6.3;2.9;8.6;4.5;3.8;6.2;2.9;8.5;4.4;3.8
29054;AJ2.QT.AT4.T9862;QT865.KJ9.Q75.Q7;6.9;5.8;5.1;8.2;6.9;6.8;5.8;5.0;8.0;7.0
29055;KJ76.74.J64.AQ75;AT32.8632.AK7.J6;7.6;7.5;7.2;9.7;7.8;7.7;6.9;7.0;9.6;7.8
29056;J32.J865.Q74.864;AQT85.9.J985.J97;1.5;3.5;1.3;5.1;2.2;1.5;3.5;1.3;5.1;2.2
